,_step,_timestamp,train/logps/chosen,train/grad_norm,train/learning_rate,train/epoch,train/losses/dpo,train/losses/total,train/logps/answer,train/loss,train/losses/sft,_runtime,train/rewards/margins,train/rewards/chosen,train/rewards/rejected,train/rewards/accuracies,train/global_step,train/logps/rejected
108,132,1731435222.3645558,-0.6524648070335388,2.8706440925598145,0,0.01,0.584281325340271,0.584281325340271,-2.628647565841675,0.5843,0.6524648070335388,289.233505648,0.7310479879379272,-1.3049296140670776,-2.035977602005005,1,133,-1.0179888010025024
109,133,1731435224.3632572,-1.0129977464675903,2.474757432937622,0,0.01,0.7803204655647278,0.7803204655647278,-0.9231137037277222,0.7803,1.0129977464675903,291.232237792,0.33264708518981934,-2.0259954929351807,-2.358642578125,1,134,-1.1793212890625
110,134,1731435226.3766403,-1.8753710985183716,3.4666621685028076,0,0.01,2.1762118339538574,2.1762118339538574,-1.8840923309326172,2.1762,1.8753712177276611,293.245617701,-1.5557708740234375,-3.750742197036743,-2.1949713230133057,0,135,-1.0974856615066528
111,135,1731435228.3951457,-1.6000081300735474,2.188474655151367,0,0.01,0.6058209538459778,0.6058209538459778,-1.624991536140442,0.6058,1.600008249282837,295.264093316,0.6830143928527832,-3.2000162601470947,-3.883030652999878,1,136,-1.941515326499939
112,136,1731435230.4105275,-1.3098734617233276,7.431727409362793,0,0.01,0.9363460540771484,0.9363460540771484,-2.0621306896209717,0.9363,1.3098735809326172,297.279501187,0.06132936477661133,-2.6197469234466553,-2.6810762882232666,1,137,-1.3405381441116333
113,137,1731435232.430669,-1.0080925226211548,2.4563677310943604,0,0.01,0.8713347315788269,0.8713347315788269,-2.964327335357666,0.8713,1.0080925226211548,299.299651418,0.1706252098083496,-2.0161850452423096,-2.186810255050659,1,138,-1.0934051275253296
114,138,1731435234.4487107,-1.3402589559555054,1.6687730550765991,0,0.01,0.32876360416412354,0.32876360416412354,-1.7404496669769287,0.3288,1.3402589559555054,301.317679512,1.4435350894927979,-2.6805179119110107,-4.124053001403809,1,139,-2.0620265007019043
115,139,1731435236.4732516,-1.5470008850097656,2.438596725463867,0,0.01,0.5693967342376709,0.5693967342376709,-0.9121178388595581,0.5694,1.547000765800476,303.342220657,0.7650070190429688,-3.0940017700195312,-3.8590087890625,1,140,-1.92950439453125
116,140,1731435238.4938107,-0.4811134934425354,0.9218147993087769,0,0.01,0.15734967589378357,0.15734967589378357,-0.9552062153816223,0.1573,0.4811134338378906,305.362813954,2.269578456878662,-0.9622269868850708,-3.2318053245544434,1,141,-1.6159026622772217
117,141,1731435240.5165043,-0.6510475873947144,1.7546395063400269,0,0.01,0.3526499271392822,0.3526499271392822,-0.8693606853485107,0.3526,0.6510474681854248,307.385452678,1.3607780933380127,-1.3020951747894287,-2.6628732681274414,1,142,-1.3314366340637207
118,142,1731435242.515403,-1.925658941268921,5.294260025024414,0,0.01,2.4848787784576416,2.4848787784576416,-1.2120579481124878,2.4849,1.925658941268921,309.38441927,-1.897864818572998,-3.851317882537842,-1.9534530639648438,0,143,-0.9767265319824219
119,143,1731435244.509626,-1.0553323030471802,3.4308488368988037,0,0.01,0.9114441871643066,0.9114441871643066,-1.4907054901123047,0.9114,1.0553323030471802,311.378557491,0.10262560844421387,-2.1106646060943604,-2.213290214538574,1,144,-1.106645107269287
120,144,1731435246.505839,-0.536622941493988,1.7079689502716064,0,0.01,0.3255702257156372,0.3255702257156372,-1.4980829954147339,0.3256,0.5366230010986328,313.374765609,1.4549793004989624,-1.073245882987976,-2.5282251834869385,1,145,-1.2641125917434692
121,146,1731435250.5247068,-1.0128105878829956,3.1583590507507324,0,0.01,0.7253183126449585,0.7253183126449585,-0.9104738831520081,0.7253,1.0128105878829956,317.393614114,0.4366605281829834,-2.025621175765991,-2.4622817039489746,1,147,-1.2311408519744873
122,147,1731435252.5168421,-1.560099720954895,3.5653090476989746,0,0.01,0.6470170021057129,0.6470170021057129,-1.1302921772003174,0.647,1.5600996017456055,319.385782851,0.594491720199585,-3.12019944190979,-3.714691162109375,1,148,-1.8573455810546875
123,148,1731435254.5122826,-1.3704437017440796,3.0581421852111816,0,0.01,1.5832427740097046,1.5832427740097046,-1.8363614082336426,1.5832,1.3704437017440796,321.381212836,-0.8534418344497681,-2.740887403488159,-1.8874455690383911,0,149,-0.9437227845191956
124,150,1731435258.5538461,-0.9122788310050964,1.6474412679672241,0,0.01,0.7988390922546387,0.7988390922546387,-1.5793122053146362,0.7988,0.9122788310050964,325.42284457,0.2987269163131714,-1.8245576620101929,-2.1232845783233643,1,151,-1.0616422891616821
125,151,1731435260.5709307,-1.676933765411377,1.959225058555603,0,0.01,0.9596210718154907,0.9596210718154907,-2.1288797855377197,0.9596,1.6769338846206665,327.439919283,0.023326873779296875,-3.353867530822754,-3.377194404602051,1,152,-1.6885972023010254
126,152,1731435262.5929627,-0.9021607041358948,2.7977352142333984,0,0.01,0.6782212257385254,0.6782212257385254,-0.951882004737854,0.6782,0.9021607637405396,329.461894004,0.5300780534744263,-1.8043214082717896,-2.334399461746216,1,153,-1.167199730873108
127,153,1731435264.5900774,-0.8721412420272827,3.3449506759643555,0,0.01,0.46131202578544617,0.46131202578544617,-1.6074938774108887,0.4613,0.8721411228179932,331.504335777,1.0341732501983643,-1.7442824840545654,-2.7784557342529297,1,154,-1.3892278671264648
128,154,1731435266.6053195,-0.8957815766334534,0.9595666527748108,0,0.01,0.2564980089664459,0.2564980089664459,-1.9539655447006226,0.2565,0.8957816362380981,333.474292273,1.7296456098556519,-1.7915631532669067,-3.5212087631225586,1,155,-1.7606043815612793
129,155,1731435268.62707,-1.9147696495056152,6.555196762084961,0,0.01,2.046945333480835,2.046945333480835,-1.225034475326538,2.0469,1.9147697687149048,335.496001305,-1.408684253692627,-3.8295392990112305,-2.4208550453186035,0,156,-1.2104275226593018
130,156,1731435270.648729,-1.7471940517425537,1.532425880432129,0,0.01,0.9646478891372681,0.9646478891372681,-1.917936086654663,0.9646,1.7471942901611328,337.517667006,0.015191793441772461,-3.4943881034851074,-3.50957989692688,1,157,-1.75478994846344
131,157,1731435272.6411755,-0.27566245198249817,0.1133023276925087,0,0.01,0.030669694766402245,0.030669694766402245,-1.5470043420791626,0.0307,0.27566251158714294,339.510139245,3.9691061973571777,-0.5513249039649963,-4.520431041717529,1,158,-2.2602155208587646
132,158,1731435274.644514,-1.0527843236923218,2.1878366470336914,0,0.01,0.45955178141593933,0.45955178141593933,-1.89484441280365,0.4596,1.0527845621109009,341.556379145,1.0389437675476074,-2.1055686473846436,-3.144512414932251,1,159,-1.5722562074661255
133,159,1731435276.6399806,-1.6433079242706299,4.537212371826172,0,0.01,1.4331824779510498,1.4331824779510498,-1.3384150266647339,1.4332,1.6433080434799194,343.508914942,-0.6606535911560059,-3.2866158485412598,-2.625962257385254,0,160,-1.312981128692627
134,160,1731435278.6355333,-1.3204330205917358,3.1055896282196045,0,0.01,0.49245163798332214,0.49245163798332214,-1.918524980545044,0.4925,1.3204330205917358,345.504484142,0.9520490169525146,-2.6408660411834717,-3.5929150581359863,1,161,-1.7964575290679932
135,161,1731435280.655178,-1.3591992855072021,2.6658408641815186,0,0.01,0.5161030292510986,0.5161030292510986,-1.9815820455551147,0.5161,1.3591992855072021,347.524142494,0.8923234939575195,-2.7183985710144043,-3.610722064971924,1,162,-1.805361032485962
136,162,1731435282.6749158,-1.2573422193527222,3.5798213481903076,0,0.01,0.9225015640258789,0.9225015640258789,-1.3636633157730103,0.9225,1.2573422193527222,349.543863784,0.08420491218566895,-2.5146844387054443,-2.5988893508911133,1,163,-1.2994446754455566
137,163,1731435284.696704,-1.1223145723342896,5.094844818115234,0,0.01,1.3674689531326294,1.3674689531326294,-0.9414853453636169,1.3675,1.122314691543579,351.6084319,-0.573432207107544,-2.244629144668579,-1.6711969375610352,0,164,-0.8355984687805176
138,164,1731435286.7159238,-0.9946945905685425,4.0391154289245605,0,0.01,0.8318734169006348,0.8318734169006348,-1.1619986295700073,0.8319,0.9946944117546082,353.584868355,0.23946881294250488,-1.989389181137085,-2.22885799407959,1,165,-1.114428997039795
139,165,1731435288.7322922,-1.0924092531204224,2.0629684925079346,0,0.01,0.5919860601425171,0.5919860601425171,-2.1687049865722656,0.592,1.092409372329712,355.601256833,0.7137196063995361,-2.1848185062408447,-2.898538112640381,1,166,-1.4492690563201904
140,166,1731435290.7473996,-0.7145857810974121,1.5680443048477173,0,0.01,0.3365248143672943,0.3365248143672943,-0.4529956579208374,0.3365,0.7145857214927673,357.616381001,1.4161067008972168,-1.4291715621948242,-2.845278263092041,1,167,-1.4226391315460205
141,168,1731435294.7606902,-1.1273870468139648,2.551485776901245,0,0.01,0.6688328385353088,0.6688328385353088,-2.1508264541625977,0.6688,1.1273870468139648,361.672375981,0.5492346286773682,-2.2547740936279297,-2.804008722305298,1,169,-1.402004361152649
142,170,1731435298.713491,-0.8989750146865845,4.5698957443237305,0,0.01,0.834197461605072,0.834197461605072,-0.6196051239967346,0.8342,0.8989749550819397,365.582430112,0.23535752296447754,-1.797950029373169,-2.0333075523376465,1,171,-1.0166537761688232
143,171,1731435300.7144203,-0.43569955229759216,1.5858983993530273,0,0.01,0.3710728883743286,0.3710728883743286,-1.2616022825241089,0.3711,0.43569955229759216,367.583346596,1.3000895977020264,-0.8713991045951843,-2.1714887619018555,1,172,-1.0857443809509277
144,172,1731435302.7226999,-1.6571873426437378,5.356416702270508,0,0.01,1.6020106077194214,1.6020106077194214,-0.6708008050918579,1.602,1.6571874618530273,369.591719459,-0.8770015239715576,-3.3143746852874756,-2.437373161315918,0,173,-1.218686580657959
145,174,1731435306.7506468,-1.4510118961334229,0.930256724357605,0,0.01,0.2594932019710541,0.2594932019710541,-1.538029432296753,0.2595,1.4510116577148438,373.6196073,1.7164740562438965,-2.9020237922668457,-4.618497848510742,1,175,-2.309248924255371
146,175,1731435308.7842185,-1.2302604913711548,1.671613335609436,0,0.01,0.7119073867797852,0.7119073867797852,-1.471372127532959,0.7119,1.2302606105804443,375.653173585,0.46282505989074707,-2.4605209827423096,-2.9233460426330566,1,176,-1.4616730213165283
147,177,1731435312.7853522,-0.738372802734375,4.402674674987793,0,0.01,1.2588757276535034,1.2588757276535034,-1.2516523599624634,1.2589,0.7383727431297302,379.654366238,-0.42483818531036377,-1.47674560546875,-1.0519074201583862,0,178,-0.5259537100791931
148,178,1731435314.8031766,-1.6065003871917725,2.819943904876709,0,0.01,0.8298325538635254,0.8298325538635254,-2.1752007007598877,0.8298,1.606500506401062,381.712332803,0.24308538436889648,-3.213000774383545,-3.4560861587524414,1,179,-1.7280430793762207
149,180,1731435318.8355637,-0.7382578253746033,1.9296575784683228,0,0.01,0.5309755206108093,0.5309755206108093,-1.2991018295288086,0.531,0.7382577657699585,385.704519172,0.8558317422866821,-1.4765156507492065,-2.3323473930358887,1,181,-1.1661736965179443
150,182,1731435322.831867,-1.2741854190826416,6.869866371154785,0,0.01,0.7123553156852722,0.7123553156852722,-2.0325748920440674,0.7124,1.2741854190826416,389.70083377,0.4619457721710205,-2.548370838165283,-3.0103166103363037,1,183,-1.5051583051681519
151,183,1731435324.8541079,-1.7201720476150513,2.3710176944732666,0,0.01,1.2913960218429565,1.2913960218429565,-1.905036211013794,1.2914,1.7201720476150513,391.76439283,-0.4699685573577881,-3.4403440952301025,-2.9703755378723145,0,184,-1.4851877689361572
152,184,1731435326.8752115,-1.333471417427063,2.2549498081207275,0,0.01,1.2326431274414062,1.2326431274414062,-1.2285020351409912,1.2326,1.333471417427063,393.744148279,-0.38800811767578125,-2.666942834854126,-2.2789347171783447,0,185,-1.1394673585891724
153,185,1731435328.8740578,-0.5800683498382568,3.115694284439087,0,0.01,0.38297098875045776,0.38297098875045776,-0.6896132826805115,0.383,0.5800683498382568,395.743081694,1.262206792831421,-1.1601366996765137,-2.4223434925079346,1,186,-1.2111717462539673
154,186,1731435330.897089,-1.833605408668518,2.1947431564331055,0,0.01,1.0520532131195068,1.0520532131195068,-2.398219108581543,1.0521,1.833605408668518,397.766041422,-0.12246966361999512,-3.667210817337036,-3.544741153717041,0,187,-1.7723705768585205
155,187,1731435332.9164422,-1.1348490715026855,3.8225810527801514,0,0.01,1.996551275253296,1.996551275253296,-1.2890552282333374,1.9966,1.134849190711975,399.785417037,-1.3505969047546387,-2.269698143005371,-0.9191011786460876,0,188,-0.4595505893230438
156,188,1731435334.9380102,-1.084433674812317,5.764064311981201,0,0.01,1.4395229816436768,1.4395229816436768,-1.565238118171692,1.4395,1.0844335556030273,401.848413525,-0.6689722537994385,-2.168867349624634,-1.4998950958251953,0,189,-0.7499475479125977
157,189,1731435336.9350195,-0.7863630056381226,5.8477091789245605,0,0.01,1.1001970767974854,1.1001970767974854,-1.153796911239624,1.1002,0.7863630652427673,403.803982011,-0.19552350044250488,-1.5727260112762451,-1.3772025108337402,0,190,-0.6886012554168701
158,190,1731435338.9377046,-1.5430190563201904,2.622995615005493,0,0.01,0.7875893712043762,0.7875893712043762,-1.81154465675354,0.7876,1.5430190563201904,405.806647789,0.31927037239074707,-3.086038112640381,-3.405308485031128,1,191,-1.702654242515564
159,191,1731435340.9566753,-1.8045272827148438,4.678669452667236,0,0.01,1.965943455696106,1.965943455696106,-1.1720879077911377,1.9659,1.8045272827148438,407.825653732,-1.3150930404663086,-3.6090545654296875,-2.293961524963379,0,192,-1.1469807624816895
160,192,1731435342.980196,-1.5687673091888428,7.429007053375244,0,0.01,1.6936836242675781,1.6936836242675781,-1.1998330354690552,1.6937,1.5687673091888428,409.849168398,-0.9905374050140381,-3.1375346183776855,-2.1469972133636475,0,193,-1.0734986066818237
161,193,1731435345.0027742,-1.2658047676086426,1.8863327503204346,0,0.01,0.7452627420425415,0.7452627420425415,-1.8161520957946777,0.7453,1.265804648399353,411.916416582,0.39835095405578613,-2.531609535217285,-2.9299604892730713,1,194,-1.4649802446365356
162,194,1731435347.0061312,-1.031028151512146,2.879319190979004,0,0.01,0.7153722047805786,0.7153722047805786,-1.5702959299087524,0.7154,1.0310282707214355,413.875075116,0.45603322982788086,-2.062056303024292,-2.518089532852173,1,195,-1.2590447664260864
163,195,1731435349.0085025,-0.7673540711402893,2.567389726638794,0,0.01,0.6643456816673279,0.6643456816673279,-0.8958091139793396,0.6643,0.7673541307449341,415.877505887,0.5584572553634644,-1.5347081422805786,-2.093165397644043,1,196,-1.0465826988220215
164,196,1731435351.030461,-2.4848554134368896,5.560402870178223,0,0.01,1.1533057689666748,1.1533057689666748,-1.5901702642440796,1.1533,2.4848554134368896,417.899385544,-0.2741050720214844,-4.969710826873779,-4.695605754852295,0,197,-2.3478028774261475
165,197,1731435353.048713,-1.5986969470977783,4.8686981201171875,0,0.01,1.345425009727478,1.345425009727478,-1.8422564268112183,1.3454,1.5986970663070679,419.917661987,-0.5437400341033936,-3.1973938941955566,-2.653653860092163,0,198,-1.3268269300460815
166,198,1731435355.0657651,-1.4784177541732788,5.745411396026611,0,0.01,0.7152669429779053,0.7152669429779053,-0.8871864080429077,0.7153,1.4784178733825684,421.980376967,0.4562392234802246,-2.9568355083465576,-3.4130747318267822,1,199,-1.7065373659133911
167,199,1731435357.0616171,-1.9471180438995361,3.7958455085754395,0,0.01,0.8682807683944702,0.8682807683944702,-1.7131850719451904,0.8683,1.9471180438995361,423.930570145,0.17588186264038086,-3.8942360877990723,-4.070117950439453,1,200,-2.0350589752197266
168,200,1731435359.0803852,-1.8124383687973022,2.3665592670440674,0,0.01,0.6472130417823792,0.6472130417823792,-2.3773670196533203,0.6472,1.8124383687973022,425.949347814,0.5940802097320557,-3.6248767375946045,-4.21895694732666,1,201,-2.10947847366333
169,201,1731435361.075857,-1.6695958375930786,7.293181419372559,0,0.01,1.9101717472076416,1.9101717472076416,-1.8245010375976562,1.9102,1.6695958375930786,427.944789683,-1.2499384880065918,-3.3391916751861572,-2.0892531871795654,0,202,-1.0446265935897827
170,202,1731435363.0908487,-2.406515598297119,6.900452136993408,0,0.01,2.307340621948242,2.307340621948242,-1.490622878074646,2.3073,2.406515598297119,429.959793125,-1.7025070190429688,-4.813031196594238,-3.1105241775512695,0,203,-1.5552620887756348
171,203,1731435365.0855803,-2.099903106689453,7.963009357452393,0,0.01,1.1358355283737183,1.1358355283737183,-1.7967342138290405,1.1358,2.099903106689453,431.996420443,-0.2484750747680664,-4.199806213378906,-3.95133113861084,0,204,-1.97566556930542
172,204,1731435367.1046607,-0.2818334996700287,8.752645492553711,0,0.01,1.0152159929275513,1.0152159929275513,-0.5518134832382202,1.0152,0.2818334996700287,433.973665256,-0.0652906596660614,-0.5636669993400574,-0.49837633967399597,0,205,-0.24918816983699799
173,205,1731435369.1060884,-0.9869521260261536,6.2670063972473145,0,0.01,0.9425721168518066,0.9425721168518066,-0.6101837158203125,0.9426,0.9869521856307983,435.975023424,0.051108717918395996,-1.9739042520523071,-2.025012969970703,1,206,-1.0125064849853516
174,206,1731435371.108002,-1.0353437662124634,5.193858623504639,0,0.01,1.1823254823684692,1.1823254823684692,-1.0364924669265747,1.1823,1.0353437662124634,437.977036563,-0.3162277936935425,-2.0706875324249268,-1.7544597387313843,0,207,-0.8772298693656921
175,207,1731435373.1302757,-1.1142164468765259,2.9748899936676025,0,0.01,0.4655674993991852,0.4655674993991852,-2.4344964027404785,0.4656,1.1142163276672363,439.999201348,1.0226993560791016,-2.2284328937530518,-3.2511322498321533,1,208,-1.6255661249160767
176,208,1731435375.1307843,-0.4338102638721466,3.837299346923828,0,0.01,0.5844086408615112,0.5844086408615112,-0.5933644771575928,0.5844,0.4338102638721466,442.040382865,0.7307602763175964,-0.8676205277442932,-1.5983808040618896,1,209,-0.7991904020309448
177,209,1731435377.1301203,-1.3440262079238892,4.12484884262085,0,0.01,1.1873019933700562,1.1873019933700562,-1.4856905937194824,1.1873,1.3440262079238892,443.99911448,-0.3233964443206787,-2.6880524158477783,-2.3646559715270996,0,210,-1.1823279857635498
178,210,1731435379.1549897,-1.367418646812439,2.4061689376831055,0,0.01,0.9223948121070862,0.9223948121070862,-1.754015326499939,0.9224,1.367418646812439,446.02393616,0.0843820571899414,-2.734837293624878,-2.8192193508148193,1,211,-1.4096096754074097
179,211,1731435381.1518626,-1.8468475341796875,2.351205825805664,0,0.01,0.7136878967285156,0.7136878967285156,-1.3885564804077148,0.7137,1.8468472957611084,448.020791438,0.4593319892883301,-3.693695068359375,-4.153027057647705,1,212,-2.0765135288238525
180,212,1731435383.1495419,-1.5934053659439087,4.805197715759277,0,0.01,0.9735192060470581,0.9735192060470581,-1.4748905897140503,0.9735,1.5934053659439087,450.018555033,0.0008962154388427734,-3.1868107318878174,-3.18770694732666,1,213,-1.59385347366333
181,213,1731435385.1674068,-1.1807941198349,2.938311815261841,0,0.01,0.6882020235061646,0.6882020235061646,-0.7354364991188049,0.6882,1.1807941198349,452.080404367,0.5099148750305176,-2.3615882396698,-2.8715031147003174,1,214,-1.4357515573501587
182,214,1731435387.162483,-0.836621880531311,4.087253093719482,0,0.01,1.340111494064331,1.340111494064331,-1.3595069646835327,1.3401,0.8366219401359558,454.031457094,-0.5365486145019531,-1.673243761062622,-1.136695146560669,0,215,-0.5683475732803345
183,215,1731435389.15672,-1.0093250274658203,4.504136085510254,0,0.01,1.3441822528839111,1.3441822528839111,-0.6060081124305725,1.3442,1.0093249082565308,456.025675767,-0.5420591831207275,-2.0186500549316406,-1.476590871810913,0,216,-0.7382954359054565
184,216,1731435391.1803641,-1.3008153438568115,1.7608840465545654,0,0.01,0.76041579246521,0.76041579246521,-1.5207127332687378,0.7604,1.3008153438568115,458.049329002,0.369704008102417,-2.601630687713623,-2.97133469581604,1,217,-1.48566734790802
185,217,1731435393.1716115,-0.8384733200073242,2.0577051639556885,0,0.01,0.38064441084861755,0.38064441084861755,-2.4578793048858643,0.3806,0.8384732007980347,460.04056949,1.2695376873016357,-1.6769466400146484,-2.946484327316284,1,218,-1.473242163658142
186,218,1731435395.187073,-1.963062047958374,3.1947128772735596,0,0.01,1.271939754486084,1.271939754486084,-1.7757995128631592,1.2719,1.963062047958374,462.09639756,-0.4430363178253174,-3.926124095916748,-3.4830877780914307,0,219,-1.7415438890457153
187,219,1731435397.183747,-0.7013036012649536,2.9020655155181885,0,0.01,0.3166166841983795,0.3166166841983795,-1.2893681526184082,0.3166,0.7013036608695984,464.052710484,1.487581729888916,-1.4026072025299072,-2.8901889324188232,1,220,-1.4450944662094116
188,221,1731435401.199987,-0.6822786927223206,1.6368799209594727,0,0.01,0.26370859146118164,0.26370859146118164,-0.6822786927223206,0.2637,0.6822786331176758,468.068964912,1.6981602907180786,-1.3645573854446411,-3.0627176761627197,1,222,-1.5313588380813599
189,222,1731435403.2222292,-1.2268165349960327,2.668260335922241,0,0.01,0.9411499500274658,0.9411499500274658,-1.2342411279678345,0.9411,1.2268164157867432,470.091194543,0.05343961715698242,-2.4536330699920654,-2.507072687149048,1,223,-1.253536343574524
190,223,1731435405.2363095,-2.3352935314178467,4.417297840118408,0,0.01,1.779005527496338,1.779005527496338,-2.1510097980499268,1.779,2.335293769836426,472.148419069,-1.0941135883331299,-4.670587062835693,-3.5764734745025635,0,224,-1.7882367372512817
191,224,1731435407.2623057,-0.6543192267417908,1.581541895866394,0,0.01,0.8798516392707825,0.8798516392707825,-1.408696174621582,0.8799,0.6543192267417908,474.131251293,0.15602588653564453,-1.3086384534835815,-1.464664340019226,1,225,-0.732332170009613
192,226,1731435411.2792428,-0.6263918876647949,2.3224074840545654,0,0.01,1.058271884918213,1.058271884918213,-1.3320988416671753,1.0583,0.6263919472694397,478.148164789,-0.1320093870162964,-1.2527837753295898,-1.1207743883132935,0,227,-0.5603871941566467
193,227,1731435413.3012857,-1.1413220167160034,2.7180066108703613,0,0.01,0.6921346783638,0.6921346783638,-1.6460529565811157,0.6921,1.141322135925293,480.170298271,0.5020260810852051,-2.282644033432007,-2.784670114517212,1,228,-1.392335057258606
194,228,1731435415.3049157,-1.0610768795013428,2.5992093086242676,0,0.01,0.6669343113899231,0.6669343113899231,-1.1362091302871704,0.6669,1.0610768795013428,482.220414509,0.5531313419342041,-2.1221537590026855,-2.6752851009368896,1,229,-1.3376425504684448
195,229,1731435417.303067,-1.3287521600723267,3.097942590713501,0,0.01,1.0267248153686523,1.0267248153686523,-1.0209077596664429,1.0267,1.3287521600723267,484.172062102,-0.08328032493591309,-2.6575043201446533,-2.5742239952087402,0,230,-1.2871119976043701
196,232,1731435423.354079,-1.9093579053878784,6.84323787689209,0,0.01,0.9700028300285339,0.9700028300285339,-1.3215487003326416,0.97,1.9093579053878784,490.223036438,0.0065534114837646484,-3.818715810775757,-3.8252692222595215,1,233,-1.9126346111297607
197,233,1731435425.351884,-1.6061958074569702,5.066713809967041,0,0.01,0.45281141996383667,0.45281141996383667,-1.5976722240447998,0.4528,1.6061958074569702,492.260468845,1.0573451519012451,-3.2123916149139404,-4.2697367668151855,1,234,-2.1348683834075928
198,234,1731435427.3429692,-0.8280899524688721,0.9009687304496765,0,0.01,0.11250285804271698,0.11250285804271698,-1.8514461517333984,0.1125,0.8280898928642273,494.211911024,2.627997875213623,-1.6561799049377441,-4.284177780151367,1,235,-2.1420888900756836
199,235,1731435429.3394182,-1.5641145706176758,3.5789005756378174,0,0.01,0.8344916105270386,0.8344916105270386,-2.0149331092834473,0.8345,1.5641146898269653,496.208388942,0.23483777046203613,-3.1282291412353516,-3.3630669116973877,1,236,-1.6815334558486938
200,236,1731435431.3334324,-1.4904543161392212,4.314241886138916,0,0.01,0.6991378664970398,0.6991378664970398,-0.9984238743782043,0.6991,1.4904543161392212,498.202374181,0.4880542755126953,-2.9809086322784424,-3.4689629077911377,1,237,-1.7344814538955688
201,237,1731435433.3571768,-1.3035356998443604,2.6418092250823975,0,0.01,0.4183671176433563,0.4183671176433563,-1.9182963371276855,0.4184,1.3035359382629395,500.226107834,1.1549301147460938,-2.6070713996887207,-3.7620015144348145,1,238,-1.8810007572174072
202,239,1731435437.3815472,-1.6533232927322388,2.47365403175354,0,0.01,1.5947941541671753,1.5947941541671753,-1.2549341917037964,1.5948,1.6533232927322388,504.250503195,-0.8679559230804443,-3.3066465854644775,-2.438690662384033,0,240,-1.2193453311920166
203,242,1731435443.3978798,-1.5728970766067505,3.557823657989502,0,0.01,0.6666404604911804,0.6666404604911804,-1.2381726503372192,0.6666,1.57289719581604,510.266841594,0.5537352561950684,-3.145794153213501,-3.6995294094085693,1,243,-1.8497647047042847
204,243,1731435445.41638,-1.5629876852035522,2.4588236808776855,0,0.01,1.1443994045257568,1.1443994045257568,-2.1743712425231934,1.1444,1.5629878044128418,512.328376087,-0.2610650062561035,-3.1259753704071045,-2.864910364151001,0,244,-1.4324551820755005
205,244,1731435447.4082665,-1.3052564859390259,4.369096755981445,0,0.01,2.8348047733306885,2.8348047733306885,-1.6535676717758179,2.8348,1.3052564859390259,514.277225376,-2.2742795944213867,-2.6105129718780518,-0.3362334072589874,0,245,-0.1681167036294937
206,245,1731435449.4222913,-0.18086592853069305,3.0305707454681396,0,0.01,0.5498936772346497,0.5498936772346497,-0.18086592853069305,0.5499,0.18086591362953186,516.291233856,0.8105157613754272,-0.3617318570613861,-1.1722476482391357,1,246,-0.5861238241195679
207,246,1731435451.4386258,-0.6401932239532471,3.886462926864624,0,0.01,0.9450706243515015,0.9450706243515015,-0.8782444000244141,0.9451,0.6401931643486023,518.307594856,0.04701840877532959,-1.2803864479064941,-1.3274048566818237,1,247,-0.6637024283409119
208,247,1731435453.4565709,-1.104934573173523,3.345546245574951,0,0.01,1.3479454517364502,1.3479454517364502,-1.7129641771316528,1.3479,1.1049344539642334,520.325554293,-0.5471465587615967,-2.209869146347046,-1.6627225875854492,0,248,-0.8313612937927246
209,248,1731435455.478097,-1.8601322174072266,5.164255142211914,0,0.01,1.7566802501678467,1.7566802501678467,-1.6866883039474487,1.7567,1.8601323366165161,522.38846701,-1.067192792892456,-3.720264434814453,-2.653071641921997,0,249,-1.3265358209609985
210,249,1731435457.480088,-1.4619295597076416,1.8754750490188599,0,0.01,0.5887165069580078,0.5887165069580078,-1.4553245306015015,0.5887,1.4619295597076416,524.349044205,0.7210526466369629,-2.923859119415283,-3.644911766052246,1,250,-1.822455883026123
211,250,1731435459.5005548,-1.1183855533599854,4.089632511138916,0,0.01,0.8406407833099365,0.8406407833099365,-1.2815892696380615,0.8406,1.1183855533599854,526.369608882,0.2239971160888672,-2.2367711067199707,-2.460768222808838,1,251,-1.230384111404419
212,251,1731435461.5229712,-1.5714143514633179,3.321364641189575,0,0.01,0.4415937662124634,0.4415937662124634,-1.689529299736023,0.4416,1.5714143514633179,528.391931531,1.0884559154510498,-3.1428287029266357,-4.2312846183776855,1,252,-2.1156423091888428
213,252,1731435463.5448346,-1.469364881515503,2.681973457336426,0,0.01,0.797189474105835,0.797189474105835,-1.616852879524231,0.7972,1.4693647623062134,530.413844229,0.301727294921875,-2.938729763031006,-3.240457057952881,1,253,-1.6202285289764404
214,253,1731435465.5700202,-1.2743852138519287,1.4659631252288818,0,0.01,0.39106324315071106,0.39106324315071106,-1.3877137899398804,0.3911,1.2743852138519287,532.480385805,1.2369904518127441,-2.5487704277038574,-3.7857608795166016,1,254,-1.8928804397583008
215,254,1731435467.5675814,-1.4204691648483276,4.001809597015381,0,0.02,1.6805005073547363,1.6805005073547363,-1.6584529876708984,1.6805,1.4204691648483276,534.436533873,-0.9743607044219971,-2.8409383296966553,-1.8665776252746582,0,255,-0.9332888126373291
216,255,1731435469.5702026,-1.311574101448059,2.8747713565826416,0,0.02,0.6300667524337769,0.6300667524337769,-0.7063703536987305,0.6301,1.311574101448059,536.43918959,0.6304094791412354,-2.623148202896118,-3.2535576820373535,1,256,-1.6267788410186768
